Date,AMAT,AMD,AMZN,COST,CSCO,GOOGL,ISRG,META,NFLX,SPY,TSLA,TXN
2026-01-02,268.53509521484375,223.47000122070312,226.5,852.0977783203125,75.63018798828125,314.9283142089844,561.97998046875,649.8535766601562,90.98999786376953,681.309326171875,438.07000732421875,175.47718811035156
2026-01-05,283.9658508300781,221.0800018310547,233.05999755859375,873.278076171875,75.17266845703125,316.3173522949219,566.3800048828125,658.2264404296875,91.45999908447266,685.846923828125,451.6700134277344,175.13121032714844
2026-01-06,295.64129638671875,214.35000610351562,240.92999267578125,886.6004638671875,74.82455444335938,314.1188659667969,592.8499755859375,660.0548706054688,90.6500015258789,689.92578125,432.9599914550781,189.889404296875
2026-01-07,291.8360290527344,210.02000427246094,241.55999755859375,880.098876953125,74.31729888916016,321.7535095214844,592.27001953125,648.1350708007812,90.7300033569336,687.701904296875,431.4100036621094,183.5729522705078
2026-01-08,281.2891845703125,204.67999267578125,246.2899932861328,912.73681640625,73.56139373779297,325.2110595703125,585.0800170898438,645.50732421875,90.52999877929688,687.632080078125,435.79998779296875,186.28140258789062
2026-01-09,300.8048400878906,203.1699981689453,247.3800048828125,922.2799682617188,73.48182678222656,328.3388671875,586.239990234375,652.5013427734375,89.45999908447266,692.1796264648438,445.010009765625,188.12001037597656
2026-01-12,306.8572998046875,207.69000244140625,246.47000122070312,940.4287719726562,73.61112976074219,331.62652587890625,572.75,641.4207763671875,89.41000366210938,693.2666625976562,448.9599914550781,186.894287109375
2026-01-13,304.490234375,220.97000122070312,242.60000610351562,939.281982421875,75.06326293945312,335.7336730957031,561.8200073242188,630.5501708984375,90.31999969482422,691.8804931640625,447.20001220703125,186.3604736328125
2026-01-14,301.51397705078125,223.60000610351562,236.64999389648438,948.3065185546875,74.00897216796875,335.603759765625,546.760009765625,614.9934692382812,88.55000305175781,688.479736328125,439.20001220703125,191.223876953125
2026-01-15,318.6825256347656,227.9199981689453,238.17999267578125,954.060302734375,74.84444427490234,332.5458984375,541.3400268554688,620.2689208984375,88.05000305175781,690.3546142578125,438.57000732421875,186.94369506835938
2026-01-16,326.6026916503906,231.8300018310547,239.1199951171875,960.9010620117188,74.7847671508789,329.7678527832031,535.0,619.7194213867188,88.0,689.7761840820312,437.5,189.37539672851562
2026-01-20,317.8336181640625,231.9199981689453,231.0,961.5492553710938,72.95468139648438,321.77349853515625,527.4400024414062,603.6032104492188,87.26000213623047,675.7345581054688,419.25,187.40829467773438
2026-01-21,324.8348693847656,249.8000030517578,231.30999755859375,980.096923828125,73.29285430908203,328.1490173339844,523.6900024414062,612.4356689453125,85.36000061035156,683.5332641601562,431.44000244140625,192.17283630371094
2026-01-22,318.3929138183594,253.72999572753906,234.33999633789062,973.4257202148438,73.92940521240234,330.3074951171875,525.8099975585938,647.0759887695312,83.54000091552734,687.103515625,449.3599853515625,192.74615478515625
2026-01-23,321.97845458984375,259.67999267578125,239.16000366210938,980.48583984375,74.18799591064453,327.6993103027344,523.989990234375,658.1964721679688,86.12000274658203,687.352783203125,449.05999755859375,191.08547973632812
2026-01-26,319.06207275390625,251.30999755859375,238.4199981689453,974.9215087890625,76.59496307373047,333.02557373046875,528.8099975585938,671.7847900390625,85.69999694824219,690.84326171875,435.20001220703125,194.32772827148438
2026-01-27,332.2955627441406,252.02999877929688,244.67999267578125,967.5523071289062,78.2559585571289,334.31463623046875,525.0399780273438,672.394287109375,85.58000183105469,693.5957641601562,430.8999938964844,194.36727905273438
2026-01-28,336.3305358886719,252.74000549316406,243.00999450683594,958.0790405273438,78.5344467163086,335.7736511230469,522.0399780273438,668.1578979492188,84.63999938964844,693.5259399414062,431.4599914550781,213.6824188232422
2026-01-29,340.9148254394531,252.17999267578125,241.72999572753906,950.211181640625,78.00730895996094,338.0120544433594,507.54998779296875,737.6784057617188,83.16000366210938,692.1497192382812,416.55999755859375,216.45021057128906
2026-01-30,321.91851806640625,236.72999572753906,239.3000030517578,938.8876342773438,77.89789581298828,337.7622375488281,504.2200012207031,715.8870849609375,83.48999786376953,690.0853271484375,430.4100036621094,214.46031188964844
2026-02-02,327.9909362792969,246.27000427246094,242.9600067138672,966.9569091796875,80.20539093017578,343.4482421875,496.7300109863281,705.8056640625,82.76000213623047,693.5159912109375,421.80999755859375,223.8724822998047
2026-02-03,318.2730712890625,242.11000061035156,238.6199951171875,976.5030517578125,82.6620864868164,339.47100830078125,478.8800048828125,691.1082763671875,79.94000244140625,687.6520385742188,421.9599914550781,224.0714874267578
2026-02-04,297.22930908203125,200.19000244140625,232.99000549316406,976.9324340820312,80.72259521484375,332.80572509765625,478.489990234375,668.417724609375,80.16000366210938,684.3211059570312,406.010009765625,221.79306030273438
2026-02-05,303.611328125,192.5,222.69000244140625,987.8565673828125,81.91612243652344,331.0169677734375,476.32000732421875,669.63671875,80.87000274658203,675.7744750976562,397.2099914550781,222.8477020263672
2026-02-06,322.1082763671875,208.44000244140625,210.32000732421875,999.7093505859375,84.36286926269531,322.63287353515625,488.1499938964844,660.8941650390625,82.19999694824219,688.739013671875,411.1099853515625,220.32054138183594
2026-02-09,330.1582336425781,216.0,208.72000122070312,996.1445922851562,86.31230163574219,324.09185791015625,492.8399963378906,676.640625,81.47000122070312,692.0599975585938,417.32000732421875,217.66404724121094
2026-02-10,328.6601257324219,213.57000732421875,206.9600067138672,969.82275390625,85.82494354248047,318.3558654785156,495.1499938964844,670.1461791992188,82.20999908447266,690.2349243164062,425.2099914550781,219.80316162109375
2026-02-11,339.4566345214844,213.5800018310547,204.0800018310547,976.7227783203125,85.07898712158203,310.7412414550781,496.1199951171875,668.1179809570312,79.62000274658203,690.075439453125,428.2699890136719,225.41465759277344
2026-02-12,327.98095703125,205.94000244140625,199.60000610351562,997.4127197265625,74.59579467773438,308.7826232910156,478.6000061035156,649.254150390625,75.86000061035156,679.41455078125,417.07000732421875,221.87265014648438
2026-02-13,354.4679260253906,207.32000732421875,198.7899932861328,1017.0042724609375,76.43582153320312,305.50494384765625,485.8399963378906,639.2227172851562,76.87000274658203,679.8931884765625,417.44000244140625,225.0166778564453
2026-02-17,358.68267822265625,203.0800018310547,201.14999389648438,1010.5836181640625,76.43582153320312,301.8075256347656,493.3500061035156,638.7431030273438,77.0,680.9901733398438,410.6300048828125,224.54905700683594
2026-02-18,368.8399963378906,200.1199951171875,204.7899932861328,994.6367797851562,77.75865173339844,303.1166076660156,500.760009765625,642.6697387695312,77.98999786376953,684.4208374023438,411.32000732421875,222.1910400390625
2026-02-19,369.8299865722656,203.3699951171875,204.86000061035156,986.3887329101562,78.13660430908203,302.636962890625,499.5299987792969,644.2284545898438,77.0,682.61572265625,411.7099914550781,216.9476776123047
2026-02-20,375.3800048828125,200.14999389648438,210.11000061035156,983.8424072265625,78.77315521240234,314.7584228515625,504.04998779296875,655.09912109375,78.66999816894531,687.5523071289062,411.82000732421875,218.6191864013672
2026-02-23,373.54998779296875,196.60000610351562,205.27000427246094,984.5913696289062,77.3210220336914,311.2708740234375,492.1000061035156,636.7048950195312,76.0199966430664,680.531494140625,399.8299865722656,218.74851989746094
2026-02-24,377.92999267578125,213.83999633789062,208.55999755859375,996.9833374023438,77.71886444091797,310.6813049316406,494.0199890136719,638.7531127929688,78.04000091552734,685.4779052734375,409.3800048828125,212.2714385986328
2026-02-25,394.95001220703125,210.86000061035156,210.63999938964844,993.3186645507812,78.69358825683594,312.67987060546875,506.1700134277344,653.1307983398438,82.69999694824219,691.26220703125,417.3999938964844,212.8186492919922
2026-02-26,375.7200012207031,203.67999267578125,207.9199981689453,985.310302734375,77.67908477783203,307.1637878417969,506.8800048828125,656.447998046875,84.58999633789062,687.422607421875,408.5799865722656,211.55508422851562
2026-02-27,372.29998779296875,200.2100067138672,210.0,1009.325439453125,79.03175354003906,311.54071044921875,503.510009765625,647.62548828125,96.23999786376953,684.1216430664062,402.510009765625,211.03770446777344
2026-03-02,372.17999267578125,198.6199951171875,208.38999938964844,1001.3170776367188,78.9919662475586,306.3043518066406,496.25,653.0009155273438,97.08999633789062,684.5106201171875,403.32000732421875,208.75929260253906
2026-03-03,351.32000732421875,190.9499969482422,208.72999572753906,1006.309814453125,78.5344467163086,303.3664245605469,497.4200134277344,654.5196533203125,97.69999694824219,678.4771118164062,392.42999267578125,201.6454315185547
2026-03-04,357.760009765625,202.07000732421875,216.82000732421875,1005.2813110351562,80.43415832519531,302.9167785644531,501.17999267578125,667.1587524414062,98.66000366210938,683.2639770507812,405.94000244140625,201.36683654785156
2026-03-05,346.5299987792969,199.4499969482422,218.94000244140625,981.1463623046875,79.57878875732422,300.6683349609375,496.70001220703125,660.0049438476562,99.16999816894531,679.4544067382812,405.54998779296875,196.97914123535156
2026-03-06,324.739990234375,192.42999267578125,213.2100067138672,996.65380859375,78.21617126464844,298.30999755859375,490.1600036621094,644.308349609375,99.0199966430664,670.5487060546875,396.7300109863281,192.25314331054688
2026-03-09,338.94000244140625,202.67999267578125,213.49000549316406,1003.8433837890625,75.79927062988281,306.3599853515625,493.55999755859375,646.836181640625,98.31999969482422,676.4227294921875,398.67999267578125,195.2081298828125
2026-03-10,345.8800048828125,203.22999572753906,214.3300018310547,995.9148559570312,77.28123474121094,307.0400085449219,485.8500061035156,653.510498046875,96.94000244140625,675.3356323242188,399.239990234375,196.46177673339844
2026-03-11,351.07000732421875,204.8300018310547,212.64999389648438,990.7922973632812,77.67908477783203,308.70001220703125,492.8699951171875,654.2998046875,94.88999938964844,674.4879760742188,407.82000732421875,197.6656494140625
2026-03-12,337.2699890136719,197.74000549316406,209.52999877929688,1001.8662719726562,77.3210220336914,303.54998779296875,479.2699890136719,637.6340942382812,94.30999755859375,664.2459106445312,395.010009765625,189.0892333984375
2026-03-13,341.5299987792969,193.38999938964844,207.6699981689453,1006.9688720703125,77.90784454345703,302.2799987792969,472.1600036621094,613.1849975585938,95.30999755859375,660.4862060546875,391.20001220703125,189.81553649902344
2026-03-16,346.17999267578125,196.5800018310547,211.74000549316406,1000.2885131835938,78.47477722167969,305.55999755859375,483.4599914550781,627.4500122070312,95.19999694824219,667.2078857421875,395.55999755859375,193.1486053466797
2026-03-17,352.4599914550781,196.30999755859375,215.1999969482422,994.7166137695312,78.8427734375,310.9200134277344,482.760009765625,622.6599731445312,94.36000061035156,668.9630126953125,399.2699890136719,193.46697998046875
2026-03-18,349.4700012207031,199.4600067138672,209.8699951171875,978.5001220703125,77.18177795410156,307.69000244140625,477.7300109863281,615.6799926757812,94.69999694824219,659.6285400390625,392.7799987792969,189.81553649902344
2026-03-19,357.2099914550781,205.27000427246094,208.75999450683594,973.3676147460938,78.08687591552734,307.1300048828125,479.92999267578125,606.7000122070312,91.73999786376953,658.0029907226562,380.29998779296875,187.33811950683594
2026-03-20,357.05999755859375,201.3300018310547,205.3699951171875,970.9212036132812,77.23151397705078,301.0,477.9700012207031,593.6599731445312,91.81999969482422,648.5700073242188,367.9599914550781,186.24368286132812
2026-03-23,361.7900085449219,202.67999267578125,210.13999938964844,964.3306884765625,78.39520263671875,302.05999755859375,478.0400085449219,604.0599975585938,93.37999725341797,655.3800048828125,380.8500061035156,187.67640686035156
2026-03-24,373.989990234375,205.3699951171875,207.24000549316406,972.4089965820312,80.42420959472656,290.44000244140625,471.9100036621094,592.9199829101562,90.91999816894531,653.1799926757812,383.0299987792969,193.6460723876953
2026-03-25,369.3399963378906,220.27000427246094,211.7100067138672,973.447509765625,81.38898468017578,290.92999267578125,469.9800109863281,594.8900146484375,92.27999877929688,656.8200073242188,385.95001220703125,195.77525329589844
2026-03-26,338.54998779296875,203.77000427246094,207.5399932861328,978.2305908203125,81.71720886230469,280.9200134277344,468.54998779296875,547.5399780273438,93.31999969482422,645.0900268554688,372.1099853515625,192.4322509765625
2026-03-27,337.1700134277344,201.99000549316406,199.33999633789062,982.4344482421875,79.48927307128906,274.3399963378906,452.6600036621094,525.719970703125,93.43000030517578,634.0900268554688,361.8299865722656,189.36781311035156
2026-03-30,323.1199951171875,196.0399932861328,200.9499969482422,995.1360473632812,76.62479400634766,273.5,452.7799987792969,536.3800048828125,92.97000122070312,631.969970703125,355.2799987792969,185.47756958007812
2026-03-31,341.7900085449219,203.42999267578125,208.27000427246094,994.9862060546875,77.17182922363281,287.55999755859375,460.989990234375,572.1300048828125,96.1500015258789,650.3400268554688,371.75,193.15855407714844
2026-04-01,353.79998779296875,210.2100067138672,210.57000732421875,995.1160278320312,77.51000213623047,297.3900146484375,464.45001220703125,579.22998046875,95.55000305175781,655.239990234375,381.260009765625,195.30763244628906
2026-04-02,348.4700012207031,217.5,209.77000427246094,1013.4894409179688,79.0199966430664,295.7699890136719,452.07000732421875,574.4600219726562,98.66000366210938,655.8300170898438,360.5899963378906,193.88485717773438
2026-04-06,352.6199951171875,220.17999267578125,212.7899932861328,1017.0741577148438,80.44000244140625,299.989990234375,452.5799865722656,573.02001953125,98.93000030517578,658.9299926757812,352.82000732421875,198.41184997558594
2026-04-07,354.30999755859375,221.52999877929688,213.77000427246094,1011.741943359375,80.68000030517578,305.4599914550781,452.95001220703125,575.0499877929688,98.81999969482422,659.219970703125,346.6499938964844,198.73023986816406
2026-04-08,385.7200012207031,231.82000732421875,221.25,1028.7772216796875,83.69999694824219,317.32000732421875,462.2799987792969,612.4199829101562,99.38999938964844,676.010009765625,343.25,207.84393310546875
2026-04-09,397.80999755859375,236.63999938964844,233.64999389648438,1030.53466796875,83.16999816894531,318.489990234375,454.94000244140625,628.3900146484375,102.05000305175781,679.9099731445312,345.6199951171875,213.8931884765625
2026-04-10,399.489990234375,245.0399932861328,238.3800048828125,997.0232543945312,82.22000122070312,317.239990234375,450.6199951171875,629.8599853515625,103.01000213623047,679.4600219726562,348.95001220703125,213.6444549560547
2026-04-13,395.7300109863281,246.8300018310547,239.88999938964844,979.4287719726562,82.3499984741211,321.30999755859375,458.9599914550781,634.530029296875,103.16000366210938,686.0999755859375,352.4200134277344,215.6144561767578
2026-04-14,395.6400146484375,255.07000732421875,249.02000427246094,973.3875732421875,82.61000061035156,332.9100036621094,467.2200012207031,662.489990234375,106.27999877929688,694.4600219726562,364.20001220703125,217.76351928710938
2026-04-15,394.260009765625,258.1199951171875,248.5,983.3231811523438,82.36000061035156,337.1199951171875,468.3599853515625,671.5800170898438,107.70999908447266,699.9400024414062,391.95001220703125,215.19656372070312
2026-04-16,389.8999938964844,278.260009765625,249.6999969482422,985.7796020507812,84.5,336.0199890136719,458.0799865722656,676.8699951171875,107.79000091552734,701.6599731445312,388.8999938964844,221.97215270996094
2026-04-17,396.94000244140625,278.3900146484375,250.55999755859375,998.4412231445312,86.25,341.67999267578125,469.2099914550781,688.5499877929688,97.30999755859375,710.1400146484375,400.6199951171875,228.65818786621094
2026-04-20,391.6199951171875,274.95001220703125,248.27999877929688,996.3942260742188,87.70999908447266,337.4200134277344,465.6000061035156,670.9099731445312,94.83000183105469,708.719970703125,392.5,232.5185546875
2026-04-21,394.3299865722656,284.489990234375,249.91000366210938,1004.3526611328125,89.69999694824219,332.2900085449219,451.2900085449219,668.8400268554688,92.58000183105469,704.0800170898438,386.4200134277344,231.97132873535156
2026-04-22,403.4800109863281,303.4599914550781,255.36000061035156,1002.2457275390625,89.80000305175781,339.32000732421875,483.6199951171875,674.719970703125,93.23999786376953,711.2100219726562,387.510009765625,235.1153564453125
2026-04-23,403.9100036621094,305.3299865722656,255.0800018310547,1012.9102172851562,88.58999633789062,338.8900146484375,478.82000732421875,659.1500244140625,92.81999969482422,708.4500122070312,373.7200012207031,280.80322265625
2026-04-24,417.0400085449219,347.80999755859375,263.989990234375,1009.6849365234375,89.01000213623047,344.3999938964844,482.2200012207031,675.030029296875,92.44000244140625,713.9400024414062,376.29998779296875,275.7389831542969
2026-04-27,404.8599853515625,334.6300048828125,261.1199951171875,996.56396484375,88.26000213623047,350.3399963378906,470.989990234375,678.6199951171875,91.37000274658203,715.1699829101562,378.6700134277344,268.1375732421875
2026-04-28,381.1099853515625,323.2099914550781,259.70001220703125,992.5597534179688,86.86000061035156,349.7799987792969,466.6400146484375,671.3400268554688,92.2699966430664,711.6900024414062,376.0199890136719,263.66033935546875
2026-04-29,382.5899963378906,337.1099853515625,263.0400085449219,997.2229614257812,89.56999969482422,349.94000244140625,453.8299865722656,669.1199951171875,92.12000274658203,711.5800170898438,372.79998779296875,267.8590087890625
2026-04-30,394.489990234375,354.489990234375,265.05999755859375,1013.06005859375,91.5,384.79998779296875,457.6099853515625,611.9099731445312,93.61000061035156,718.6599731445312,381.6300048828125,279.6590270996094
